Name,Survival,Fare,Age,PassengerClass,No_of_siblings_plus_spouses_on_board,No_of_parents_plus_children_on_board,Sex_female,Sex_male,Sex_nan,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unkown,Embarked_Cherbourg,Embarked_Queenstown,Embarked_Southampton,Embarked_Unknown
"Coleff, Mr. Satio",0,7.4958,24.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Walker, Mr. William Anderson",0,34.0208,47.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Lemore, Mrs. (Amelia Milley)",1,10.5,34.0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Ryan, Mr. Patrick",0,24.15,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Pavlovic, Mr. Stefo",0,7.8958,32.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Perreault, Miss. Anne",1,93.5,30.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Vovk, Mr. Janko",0,7.8958,22.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Lahoud, Mr. Sarkis",0,7.225,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",1,57.9792,44.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Farrell, Mr. James",0,7.75,40.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Ridsdale, Miss. Lucy",1,10.5,50.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Farthing, Mr. John",0,221.7792,-999.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Salonen, Mr. Johan Werner",0,7.925,39.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Hocking, Mr. Richard George",0,11.5,23.0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Quick, Miss. Phyllis May",1,26.0,2.0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Toufik, Mr. Nakli",0,7.2292,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Elias, Mr. Joseph Jr",0,7.2292,17.0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Peter, Mrs. Catherine (Catherine Rizk)",1,22.3583,-999.0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"LeRoy, Miss. Bertha",1,106.425,30.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Risien, Mr. Samuel Beard",0,14.5,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Frolicher, Miss. Hedwig Margaritha",1,49.5,22.0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Crosby, Miss. Harriet R",1,71.0,36.0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Andersson, Miss. Ingeborg Constanzia",0,31.275,9.0,3,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Andersson, Miss. Sigrid Elisabeth",0,31.275,11.0,3,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Douglas, Mr. Walter Donald",0,106.425,50.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Nicholson, Mr. Arthur Ernest",0,26.0,64.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Beane, Mrs. Edward (Ethel Clarke)",1,26.0,19.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Padro y Manent, Mr. Julian",1,13.8625,-999.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Davies, Master. John Morgan Jr",1,36.75,8.0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Thayer, Mr. John Borland Jr",1,110.8833,17.0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Sharp, Mr. Percival James R",0,26.0,27.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"O'Brien, Mr. Timothy",0,7.8292,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Leeni, Mr. Fahim (""Philip Zenni"")",1,7.225,22.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Wright, Mr. George",0,26.55,62.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",1,39.6,48.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Robbins, Mr. Victor",0,227.525,-999.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"de Messemaeker, Mrs. Guillaume Joseph (Emma)",1,17.4,36.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Sivic, Mr. Husein",0,7.8958,40.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Norman, Mr. Robert Douglas",0,13.5,28.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Simmons, Mr. John",0,8.05,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Meanwell, Miss. (Marion Ogden)",0,8.05,-999.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Davies, Mr. Alfred J",0,24.15,24.0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Stoytcheff, Mr. Ilia",0,7.8958,19.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Palsson, Mrs. Nils (Alma Cornelia Berglund)",0,21.075,29.0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Doharr, Mr. Tannous",0,7.2292,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Jonsson, Mr. Carl",1,7.8542,32.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Flynn, Mr. John Irwin (""Irving"")",1,26.3875,36.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Kelly, Miss. Mary",1,7.75,-999.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Rush, Mr. Alfred George John",0,8.05,16.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Garside, Miss. Ethel",1,13.0,34.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Silvey, Mrs. William Baird (Alice Munger)",1,55.9,39.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Caram, Mrs. Joseph (Maria Elias)",0,14.4583,-999.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Jussila, Mr. Eiriik",1,7.925,32.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Christy, Miss. Julie Rachel",1,30.0,25.0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Thayer, Mrs. John Borland (Marian Longstreth Morris)",1,110.8833,39.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Downton, Mr. William James",0,26.0,54.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Paulner, Mr. Uscher",0,8.7125,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Taussig, Miss. Ruth",1,79.65,18.0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Jarvis, Mr. John Denzil",0,15.0,47.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Frolicher-Stehli, Mr. Maxmillian",1,79.2,60.0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Gilinski, Mr. Eliezer",0,8.05,22.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Rintamaki, Mr. Matti",0,7.125,35.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Stephenson, Mrs. Walter Bertram (Martha Eustis)",1,78.2667,52.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Elsbury, Mr. William James",0,7.25,47.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Chapman, Mr. John Henry",0,26.0,37.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Van Impe, Mr. Jean Baptiste",0,24.15,36.0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Leitch, Miss. Jessie Wills",1,33.0,-999.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Johnson, Mr. Alfred",0,0.0,49.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",1,27.0,24.0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Slabenoff, Mr. Petco",0,7.8958,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Harrington, Mr. Charles H",0,42.4,-999.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Torber, Mr. Ernst William",0,8.05,44.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Karaic, Mr. Milan",0,7.8958,30.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",0,31.275,39.0,3,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Murphy, Miss. Margaret Jane",1,15.5,-999.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Brocklebank, Mr. William Alfred",0,8.05,35.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Herman, Miss. Alice",1,65.0,24.0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Danbom, Mr. Ernst Gilbert",0,14.4,34.0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Becker, Miss. Marion Louise",1,39.0,4.0,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Gavey, Mr. Lawrence",0,10.5,26.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Kimball, Mr. Edwin Nelson Jr",1,52.5542,42.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Nakid, Mr. Sahid",1,15.7417,20.0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Hansen, Mr. Henry Damsgaard",0,7.8542,21.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Bowen, Mr. David John ""Dai""",0,16.1,21.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Sutton, Mr. Frederick",0,32.3208,61.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Kirkland, Rev. Charles Leonard",0,12.35,57.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Longley, Miss. Gretchen Fiske",1,77.9583,21.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"O'Connell, Mr. Patrick D",0,7.7333,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Barkworth, Mr. Algernon Henry Wilson",1,30.0,80.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Parr, Mr. William Henry Marsh",0,0.0,-999.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Skoog, Miss. Mabel",0,27.9,9.0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Davis, Miss. Mary",1,13.0,28.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Leinonen, Mr. Antti Gustaf",0,7.925,32.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Collyer, Mr. Harvey",0,26.25,31.0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Panula, Mrs. Juha (Maria Emilia Ojala)",0,39.6875,41.0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Thorneycroft, Mr. Percival",0,16.1,-999.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Jensen, Mr. Hans Peder",0,7.8542,20.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Sagesser, Mlle. Emma",1,69.3,24.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Skoog, Miss. Margit Elizabeth",0,27.9,2.0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Foo, Mr. Choong",1,56.4958,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Baclini, Miss. Eugenie",1,19.2583,0.75,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Harper, Mr. Henry Sleeper",1,76.7292,48.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Cor, Mr. Liudevit",0,7.8958,19.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Simonius-Blumer, Col. Oberst Alfons",1,35.5,56.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Mitkoff, Mr. Mito",0,7.8958,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Doling, Miss. Elsie",1,23.0,18.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Kalvik, Mr. Johannes Halvorsen",0,8.4333,21.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"O'Leary, Miss. Hanora ""Norah""",1,7.8292,-999.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Hickman, Mr. Leonard Mark",0,73.5,24.0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Radeff, Mr. Alexander",0,7.8958,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Bourke, Mrs. John (Catherine)",0,15.5,32.0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Newell, Mr. Arthur Webster",0,113.275,58.0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Frauenthal, Dr. Henry William",1,133.65,50.0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Badt, Mr. Mohamed",0,7.225,40.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Lindqvist, Mr. Eino William",1,7.925,20.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Hickman, Mr. Lewis",0,73.5,32.0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Butler, Mr. Reginald Fenton",0,13.0,25.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Rommetvedt, Mr. Knud Paust",0,7.775,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Cook, Mr. Jacob",0,8.05,43.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",1,52.0,-999.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Mitchell, Mr. Henry Michael",0,10.5,70.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Wilhelms, Mr. Charles",1,13.0,31.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Watson, Mr. Ennis Hastings",0,0.0,-999.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Edvardsson, Mr. Gustaf Hjalmar",0,7.775,18.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Sawyer, Mr. Frederick Charles",0,8.05,24.5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Goodwin, Mrs. Frederick (Augusta Tyler)",0,46.9,43.0,3,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Cardeza, Mr. Thomas Drake Martinez",1,512.3292,36.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Peters, Miss. Katie",0,8.1375,-999.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Olsvigen, Mr. Thor Anderson",0,9.225,20.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Brown, Mr. Thomas William Solomon",0,39.0,60.0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Laroche, Mr. Joseph Philippe Lemercier",0,41.5792,25.0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Dakic, Mr. Branko",0,10.1708,19.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Madill, Miss. Georgette Alexandra",1,211.3375,15.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Dick, Mr. Albert Adrian",1,57.0,31.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Karun, Miss. Manca",1,13.4167,4.0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Lam, Mr. Ali",1,56.4958,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Saad, Mr. Khalil",0,7.225,25.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Weir, Col. John",0,26.55,60.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Chapman, Mr. Charles Henry",0,13.5,52.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Kelly, Mr. James",0,8.05,44.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Mullens, Miss. Katherine ""Katie""",1,7.7333,-999.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Thayer, Mr. John Borland",0,110.8833,49.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Silverthorne, Mr. Spencer Victor",1,26.2875,35.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Barbara, Miss. Saiide",0,14.4542,18.0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Gallagher, Mr. Martin",0,7.7417,25.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",0,26.0,39.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Kelly, Mrs. Florence ""Fannie""",1,13.5,45.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Cleaver, Miss. Alice",1,151.55,22.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Moubarek, Master. Halim Gonios (""William George"")",1,15.2458,-999.0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",1,49.5042,24.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Soholt, Mr. Peter Andreas Lauritz Andersen",0,7.65,19.0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Endres, Miss. Caroline Louise",1,227.525,38.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Harper, Miss. Annie Jessie ""Nina""",1,33.0,6.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Jensen, Mr. Svend Lauritz",0,7.0542,17.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Hodges, Mr. Henry Price",0,13.0,50.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Chambers, Mr. Norman Campbell",1,53.1,27.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Oreskovic, Mr. Luka",0,8.6625,20.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Renouf, Mrs. Peter Henry (Lillian Jefferys)",1,21.0,30.0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Mannion, Miss. Margareth",1,7.7375,-999.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Bryhl, Mr. Kurt Arnold Gottfrid",0,26.0,25.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Ilmakangas, Miss. Pieta Sofia",0,7.925,25.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Hassan, Mr. Houssein G N",0,18.7875,11.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Knight, Mr. Robert J",0,0.0,-999.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Ford, Mrs. Edward (Margaret Ann Watson)",0,34.375,48.0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Lesurer, Mr. Gustave J",1,512.3292,35.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Nankoff, Mr. Minko",0,7.8958,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Hawksford, Mr. Walter James",1,30.0,-999.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Cavendish, Mr. Tyrell William",0,78.85,36.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Ryerson, Miss. Susan Parker ""Suzette""",1,262.375,21.0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Stranden, Mr. Juho",1,7.925,31.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Crosby, Capt. Edward Gifford",0,71.0,70.0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Abbott, Mr. Rossmore Edward",0,20.25,16.0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Sinkkonen, Miss. Anna",1,13.0,30.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Marvin, Mr. Daniel Warner",0,53.1,19.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Wells, Miss. Joan",1,23.0,4.0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Moor, Master. Meier",1,12.475,6.0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Vande Velde, Mr. Johannes Joseph",0,9.5,33.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Jonkoff, Mr. Lalio",0,7.8958,23.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Herman, Mrs. Samuel (Jane Laver)",1,65.0,48.0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Hamalainen, Master. Viljo",1,14.5,0.67,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Bailey, Mr. Percy Andrew",0,11.5,18.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Theobald, Mr. Thomas Leonard",0,8.05,34.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Garfirth, Mr. John",0,14.5,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Nirva, Mr. Iisakki Antino Aijo",0,7.125,41.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Barah, Mr. Hanna Assi",1,7.2292,20.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Carter, Mrs. William Ernest (Lucile Polk)",1,120.0,36.0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Brewe, Dr. Arthur Jackson",0,39.6,-999.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Mangan, Miss. Mary",0,7.75,30.5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Gronnestad, Mr. Daniel Danielsen",0,8.3625,32.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Jensen, Mr. Niels Peder",0,7.8542,48.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Mack, Mrs. (Mary)",0,10.5,57.0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Elias, Mr. Dibo",0,7.225,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Hocking, Mrs. Elizabeth (Eliza Needs)",1,23.0,54.0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Myhrman, Mr. Pehr Fabian Oliver Malkolm",0,7.75,18.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Tobin, Mr. Roger",0,7.75,-999.0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Emanuel, Miss. Virginia Ethel",1,12.475,5.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Kilgannon, Mr. Thomas J",0,7.7375,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Long, Mr. Milton Clyde",0,30.0,29.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Harmer, Mr. Abraham (David Lishin)",0,7.25,25.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Rice, Master. George Hugh",0,29.125,8.0,3,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Dean, Master. Bertram Vere",1,20.575,1.0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Keane, Mr. Andrew ""Andy""",0,7.75,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Gaskell, Mr. Alfred",0,26.0,16.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Sage, Miss. Stella Anna",0,69.55,-999.0,3,8,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Hoyt, Mr. William Fisher",0,30.6958,-999.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Dantcheff, Mr. Ristiu",0,7.8958,25.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
